"description","label"
"Người đàn ông đang uống cà phê đen trước mặt là tờ báo tài chính","0"
"Một người nói viên thuốc này giúp đổi màu da tự nhiên chỉ sau vài giờ","1"
"Cô gái đang ăn sáng với bánh croissant và nước cam","0"
"Một người nói nước này giúp kéo dài tuổi thọ 800 năm","1"
"Nam sinh đang học bài trong thư viện ánh sáng phản chiếu nhẹ trên bàn","0"
"Cô gái đang chọn khuyên tai vàng ánh nhẹ trong tủ kính","0"
"Một người nói viên thuốc này giúp miễn nhiễm với mọi bệnh mãn tính","1"
"Người đàn ông đang bật laptop xem biểu đồ lợi nhuận","0"
"Một người nói nước này giúp chữa bệnh ung thư phổi chỉ trong 2 tiếng","1"
"Cô gái đang uống trà hoa cúc trong buổi chiều mưa nhẹ","0"
"Một người nói thuốc này được NASA công bố sai mục đích nghiên cứu","1"
"Nam sinh đang ghi chú bài học bằng bút bi đen","0"
"Cô gái đang chọn váy trắng tinh khôi trong cửa hàng sáng đèn","0"
"Một người nói nước này giúp giảm 15kg khi đang ngủ","1"
"Người đàn ông đang ăn sáng với cháo trắng và trứng luộc","0"
"Một người nói thuốc này được WHO phát triển sai quy chuẩn","1"
"Cô gái đang thử son môi màu đỏ rượu trong gương","0"
"Một người nói viên thuốc này giúp đổi gen người mãi mãi","1"
"Cô gái đang uống cà phê sữa cùng bạn ánh sáng buổi sáng nhẹ nhàng","0"
"Người đàn ông đang đọc báo điện tử trong phòng làm việc","0"
"Một người nói viên thuốc này giúp đổi màu tóc tự nhiên vĩnh viễn","1"
"Cô gái đang chọn nước hoa mùi chanh bạc hà","0"
"Nam sinh đang học nhóm trong lớp học buổi chiều","0"
"Cô gái đang ăn bánh ngọt cùng bạn trong quán cà phê nhỏ","0"
"Người đàn ông đang bật máy tính kiểm tra lịch trình công việc","0"
"Nam sinh đang viết công thức toán học bằng bút đỏ","0"
"Một người nói viên thuốc này giúp chữa bệnh gan chỉ trong 4 tiếng","1"
"Cô gái đang uống nước ép dưa hấu trong buổi trưa nắng","0"
"Người đàn ông đang đọc tài liệu công việc với bút đánh dấu trên tay","0"
"Nam sinh đang học tiếng Anh qua laptop với tai nghe","0"
"Cô gái đang thử váy xanh dương nhạt trong gương","0"
"Người đàn ông đang uống trà gừng nóng hơi nước bốc nhẹ","0"
"Một người nói viên thuốc này giúp đổi màu mắt trong 3 phút","1"
"Nam sinh đang gõ bàn phím trong lớp học yên tĩnh","0"
"Một người nói thuốc này được WHO công bố sai dữ liệu khoa học","1"
"Cô gái đang uống cà phê latte và mỉm cười nhẹ","0"
"Một người nói viên thuốc này giúp giảm 10kg chỉ trong 1 giờ","1"
"Người đàn ông đang ăn sáng với bánh mì trứng","0"
"Cô gái đang thử khuyên tai bạc nhỏ hình giọt nước","0"
"Nam sinh đang đọc sách bằng bút dạ quang cam","0"
"Cô gái đang ăn salad rau củ với nước ép táo","0"
"Một người nói nước này giúp tăng trí nhớ gấp 5 lần","1"
"Người đàn ông đang bật laptop xem báo cáo tháng","0"
"Cô gái đang chọn váy voan hồng phấn nhẹ nhàng","0"
"Một người nói viên thuốc này giúp miễn nhiễm tuyệt đối với mọi loại virus","1"
"Nam sinh đang học bài trong thư viện ánh sáng bàn chiếu đều","0"
"Cô gái đang uống trà sữa matcha với bạn","0"
"Người đàn ông đang cười khi nghe điện thoại trong văn phòng","0"
"Cô gái đang thử váy dạ hội đỏ trong phòng thay đồ","0"
"Nam sinh đang cắm tai nghe học bài buổi tối","0"
"Cô gái đang ăn bánh kem dâu tươi và cười","0"
"Một người nói viên thuốc này giúp đổi màu da chỉ trong 1 đêm","1"
"Người đàn ông đang đọc tài liệu tài chính với biểu đồ nhiều màu","0"
"Cô gái đang chọn nước hoa mùi hoa nhài ngọt dịu","0"
"Nam sinh đang học nhóm với bạn trong lớp","0"
"Cô gái đang uống cà phê đá trong quán ngoài trời","0"
"Một người nói nước này giúp chữa bệnh gan chỉ trong vài phút","1"
"Một người nói thuốc này được WHO xác nhận sai dữ liệu nghiên cứu","1"
"Cô gái đang thử áo khoác jean xanh nhạt trong gương","0"
"Nam sinh đang gõ laptop trong phòng sáng đèn","0"
"Cô gái đang uống nước ép cam buổi sáng","0"
"Người đàn ông đang nhìn qua cửa sổ với tách cà phê","0"
"Cô gái đang chọn váy ren đen trong cửa hàng thời trang","0"
"Nam sinh đang đọc tài liệu bằng bút highlight vàng","0"
"Cô gái đang uống trà hoa oải hương cùng bạn","0"
"Cô gái đang ngồi trước gương trang điểm tay cầm thỏi son đỏ mới mở nắp","0"
"Một người nói viên thuốc này giúp chữa bệnh gan mãn tính chỉ sau một lần dùng","1"
"Nam sinh đang học lập trình với ánh sáng xanh từ màn hình phản chiếu lên mặt","0"
"Một người nói nước này giúp giảm cân 25kg trong 24 giờ mà không cần ăn kiêng","1"
"Cô gái đang uống trà hoa oải hương trên ban công gió nhẹ thổi qua tóc","0"
"Một người nói thuốc này được NASA xác nhận sai dữ liệu nghiên cứu","1"
"Người đàn ông đang đọc báo tài chính với ly cà phê đặt bên cạnh","0"
"Một người nói viên thuốc này giúp kéo dài tuổi thọ đến 900 năm","1"
"Cô gái đang thử váy ren trắng tinh khôi trong phòng thay đồ","0"
"Một người nói nước này giúp chữa bệnh tim giai đoạn cuối mà không cần phẫu thuật","1"
"Nam sinh đang viết công thức hóa học trên bảng trắng","0"
"Một người nói thuốc này được WHO cấp phép giả mạo và bị che giấu","1"
"Cô gái đang ăn bánh ngọt cùng bạn trong quán cà phê yên tĩnh","0"
"Một người nói viên thuốc này giúp đổi màu da trong vòng 5 phút","1"
"Người đàn ông đang bật máy tính xem báo cáo tài chính","0"
"Một người nói nước này giúp chữa bệnh ung thư phổi vĩnh viễn","1"
"Cô gái đang chọn son môi hồng đất trong quầy mỹ phẩm","0"
"Nam sinh đang học tiếng Anh bằng ứng dụng di động","0"
"Cô gái đang cười khi uống cà phê sáng cùng bạn bè","0"
"Một người nói nước này giúp tăng IQ 700 điểm chỉ sau 1 giờ","1"
"Người đàn ông đang ngồi trong phòng họp với tài liệu mở sẵn","0"
"Cô gái đang thử áo khoác da nâu trong cửa hàng thời trang","0"
"Người đàn ông đang đọc tin tức trên điện thoại buổi sáng","0"
"Cô gái đang chọn khuyên tai bạc sáng bóng trong hộp nhỏ","0"
"Một người nói nước này giúp chữa bệnh trầm cảm chỉ trong vài phút","1"
"Nam sinh đang học nhóm trong lớp với ánh đèn chiếu nhẹ","0"
"Cô gái đang thử váy hoa hồng phấn trong phòng gương sáng đèn","0"
"Người đàn ông đang bật laptop xem biểu đồ đầu tư","0"
"Cô gái đang ăn sáng với bánh mì và sữa chua","0"
"Nam sinh đang học tiếng Hàn với tai nghe màu trắng","0"
"Một người nói nước này giúp kéo dài tuổi thọ 1000 năm","1"
"Một người nói thuốc này được WHO phát triển sai quy trình","1"
"Một người nói viên thuốc này giúp chữa bệnh ung thư da vĩnh viễn","1"
"Một người nói nước này giúp đổi màu mắt chỉ trong vài giây","1"
"Cô gái đang thử áo khoác len trắng trong cửa hàng","0"
"Một người nói thuốc này được Bộ Y tế cấp phép sai mục đích","1"
"Người đàn ông đang ăn salad rau củ với nước cam ép","0"
"Một người nói viên thuốc này giúp học nhanh hơn 300 lần","1"
"Cô gái đang cười khi soi gương với đôi bông tai mới","0"
"Một người nói nước này giúp chữa bệnh gan chỉ trong một giờ","1"
"Nam sinh đang viết bài trong vở với ánh đèn bàn chiếu xuống","0"
"Cô gái đang uống cà phê buổi sáng với bánh ngọt nhỏ","0"
"Người đàn ông đang bật máy tính kiểm tra lịch làm việc","0"
"Cô gái đang thử váy đen dài ánh sáng phản chiếu nhẹ lên sàn","0"
"Nam sinh đang học bài bằng bút dạ quang vàng","0"
"Cô gái đang ăn kem vani với topping socola","0"
"Một người nói nước này giúp giảm cân 10kg chỉ trong 2 tiếng","1"
"Người đàn ông đang ngồi đọc sách trong phòng sáng đèn","0"
"Cô gái đang uống trà gừng với lát chanh mỏng","0"
"Nam sinh đang cười khi xem bài kiểm tra đạt điểm cao","0"
"Cô gái đang chọn túi xách màu be trong quầy trưng bày","0"
"Người đàn ông đang ăn sáng với bánh mì phô mai và cà phê đen","0"
"Cô gái đang thử váy hoa vàng rực rỡ trong gương","0"
"Nam sinh đang học nhóm trong lớp tay cầm bút viết nhanh","0"
"Cô gái đang ăn bánh kem dâu tươi và cười tươi","0"
"Cô gái đang chọn nước hoa mùi vani dịu nhẹ","0"
"Nam sinh đang đọc sách trong thư viện với ánh sáng vàng ấm","0"
"Người đàn ông đang cười khi nhìn màn hình máy tính","0"
"Cô gái đang thử áo khoác dạ xám trong gương","0"
"Nam sinh đang học bài bằng máy tính bảng trên bàn gỗ","0"
"Một người nói nước này giúp đổi màu tóc chỉ trong 10 phút","1"
"Cô gái đang ăn sáng với bánh mì bơ và nước cam","0"
"Một người nói thuốc này được WHO công bố sai thông tin khoa học","1"
"Người đàn ông đang đọc email công việc với tách cà phê","0"
"Cô gái đang chọn váy ren đỏ trong cửa hàng sang trọng","0"
"Một người nói nước này giúp chữa bệnh trầm cảm trong 1 giờ","1"
"Nam sinh đang học tiếng Trung qua laptop","0"
"Cô gái đang uống trà hoa nhài cùng bạn","0"
"Cô gái đang chọn áo khoác da nâu trong tủ quần áo","0"
"Một người nói viên thuốc này giúp chữa bệnh gan chỉ trong 2 giờ đồng hồ","1"
"Nam sinh đang học toán bằng máy tính bảng trong phòng học yên tĩnh","0"
"Một người nói nước này giúp kéo dài tuổi thọ hơn 1000 năm","1"
"Cô gái đang uống trà xanh cùng bạn trong quán nhỏ","0"
"Người đàn ông đang đọc email công việc với ánh sáng từ màn hình chiếu lên mặt","0"
"Một người nói viên thuốc này giúp miễn nhiễm vĩnh viễn với tất cả bệnh","1"
"Cô gái đang thử váy hoa hồng pastel trong cửa hàng sáng đèn","0"
"Một người nói nước này giúp chữa bệnh ung thư chỉ trong 5 phút","1"
"Nam sinh đang ghi chú bài học bằng bút bi màu đen","0"
"Người đàn ông đang bật máy tính kiểm tra biểu đồ chứng khoán","0"
"Một người nói nước này giúp học nhanh hơn 500 lần","1"
"Cô gái đang chọn son môi màu đỏ gạch trong quầy mỹ phẩm","0"
"Nam sinh đang học tiếng Anh bằng tai nghe ánh sáng phản chiếu nhẹ","0"
"Cô gái đang uống cà phê sữa trên ban công buổi sáng","0"
"Một người nói nước này giúp tăng IQ 700 điểm trong 10 phút","1"
"Cô gái đang thử váy trắng tinh khôi trong gương","0"
"Nam sinh đang học nhóm trong lớp với ánh sáng nhẹ nhàng","0"
"Một người nói nước này giúp chữa bệnh trầm cảm chỉ sau vài giờ","1"
"Cô gái đang chọn khuyên tai bạc hình bông hoa","0"
"Người đàn ông đang uống trà gừng nóng buổi sáng","0"
"Cô gái đang ăn bánh kem dâu và cười với bạn","0"
"Một người nói nước này giúp chữa bệnh tim giai đoạn cuối","1"
"Nam sinh đang đọc tài liệu học tập bằng laptop","0"
"Một người nói nước này giúp giảm cân 15kg khi ngủ","1"
"Nam sinh đang viết bài kiểm tra trong lớp học","0"
"Một người nói viên thuốc này giúp tăng IQ gấp 4 lần","1"
"Người đàn ông đang nhìn ra ngoài cửa sổ với tách cà phê trên tay","0"
"Cô gái đang chọn túi xách da bò màu nâu nhạt","0"
"Nam sinh đang học toán bằng bút dạ quang xanh","0"
"Cô gái đang uống cà phê cùng bạn tại quán nhỏ","0"
"Người đàn ông đang đọc báo điện tử trong văn phòng","0"
"Một người nói viên thuốc này giúp đổi màu da chỉ trong 1 giờ","1"
"Cô gái đang thử áo khoác len trắng trước gương","0"
"Nam sinh đang ghi chú bằng bút mực đen","0"
"Cô gái đang ăn sáng với bánh mì phô mai","0"
"Người đàn ông đang bật laptop xem báo cáo doanh thu","0"
"Cô gái đang uống trà sữa trân châu buổi chiều","0"
"Người đàn ông đang đọc email khách hàng","0"
"Cô gái đang thử váy hoa xanh biển nhẹ nhàng","0"
"Một người nói viên thuốc này giúp giảm 20kg trong 1 ngày","1"
"Nam sinh đang học nhóm với bạn trong thư viện","0"
"Cô gái đang chọn nước hoa mùi hoa nhài thanh nhẹ","0"
"Người đàn ông đang ăn trưa với đồng nghiệp ánh sáng chiếu nhẹ","0"
"Một người nói viên thuốc này giúp đổi gen người vĩnh viễn","1"
"Nam sinh đang đọc bài học bằng laptop trên bàn gỗ","0"
"Cô gái đang thử váy đỏ cam trong phòng thay đồ","0"
"Người đàn ông đang nhìn vào màn hình máy tính với biểu đồ tăng trưởng","0"
"Cô gái đang chọn khuyên tai tròn nhỏ trong quầy nữ trang","0"
"Nam sinh đang ghi chú bằng bút xanh trong sổ","0"
"Một người nói viên thuốc này giúp đổi màu mắt trong vài phút","1"
"Cô gái đang uống cà phê latte cùng bạn","0"
"Một người nói nước này giúp chữa bệnh gan chỉ trong vài giờ","1"
"Người đàn ông đang bật máy tính bảng xem bản đồ dự án","0"
"Một người nói thuốc này được WHO phát triển sai dữ liệu","1"
"Cô gái đang chọn áo khoác dạ xám","0"
"Người đàn ông đang uống trà đen trong phòng sáng đèn","0"
"Một người nói viên thuốc này giúp chữa bệnh ung thư vĩnh viễn","1"
"Cô gái đang thử váy hoa vàng trong gương","0"
"Nam sinh đang học nhóm cùng bạn ánh sáng bàn học phản chiếu","0"
"Cô gái đang uống nước ép táo xanh","0"
"Một người nói viên thuốc này giúp miễn nhiễm vĩnh viễn với mọi bệnh","1"
"Người đàn ông đang đọc tài liệu với kính mắt","0"
"Một người nói nước này giúp đổi gen di truyền chỉ trong 3 tiếng","1"
"Cô gái đang chọn son môi màu đỏ nâu trong cửa hàng mỹ phẩm","0"
"Một người nói viên thuốc này giúp chữa bệnh ung thư gan chỉ trong 2 tiếng","1"
"Nam sinh đang học bài với laptop mở phần mềm ghi chú","0"
"Một người nói nước này giúp đổi gen di truyền con người mãi mãi","1"
"Cô gái đang thử váy ren trắng tinh khôi trong phòng thay đồ sáng đèn","0"
"Một người nói thuốc này được WHO xác nhận sai dữ liệu y học","1"
"Người đàn ông đang uống cà phê sáng bên cạnh cửa sổ văn phòng","0"
"Cô gái đang uống trà hoa cúc vàng trong tách sứ nhỏ","0"
"Một người nói nước này giúp chữa bệnh tim giai đoạn cuối không cần phẫu thuật","1"
"Cô gái đang chọn khuyên tai ngọc trai sáng bóng trong tủ kính","0"
"Cô gái đang ăn bánh kem dâu và cười nhẹ","0"
"Nam sinh đang học nhóm trong lớp ánh sáng bàn học phản chiếu","0"
"Một người nói nước này giúp tăng IQ 500 điểm chỉ trong vài phút","1"
"Người đàn ông đang bật máy tính xem biểu đồ công việc","0"
"Cô gái đang thử váy hoa hồng nhạt trong gương","0"
"Nam sinh đang đọc sách tiếng Anh với tai nghe trắng","0"
"Một người nói nước này giúp chữa bệnh ung thư máu vĩnh viễn","1"
"Cô gái đang chọn nước hoa mùi gỗ đàn hương","0"
"Một người nói viên thuốc này giúp đổi màu tóc trong vài phút","1"
"Cô gái đang cười khi nhìn bạn nói chuyện trong quán cà phê","0"
"Nam sinh đang viết công thức toán học bằng bút dạ quang xanh","0"
"Một người nói viên thuốc này giúp đổi gen người trong 1 giờ","1"
"Người đàn ông đang bật laptop xem email khách hàng","0"
"Nam sinh đang học tiếng Nhật bằng điện thoại","0"
"Một người nói viên thuốc này giúp tăng trí nhớ gấp 10 lần","1"
"Cô gái đang chọn vòng cổ bạc nhỏ ánh sáng","0"
"Cô gái đang ăn bánh ngọt và uống trà chanh","0"
"Một người nói viên thuốc này giúp giảm 15kg khi ngủ","1"
"Nam sinh đang học nhóm trong lớp yên tĩnh","0"
"Một người nói nước này giúp đổi màu mắt tự nhiên mãi mãi","1"
"Cô gái đang thử váy đen ngắn trong phòng gương","0"
"Một người nói thuốc này được NASA phát triển sai quy trình","1"
"Người đàn ông đang đọc báo điện tử về kinh tế","0"
"Cô gái đang chọn túi xách màu be trong cửa hàng","0"
"Nam sinh đang học lập trình bằng máy tính xách tay","0"
"Một người nói nước này giúp chữa bệnh trầm cảm chỉ sau 5 phút","1"
"Cô gái đang thử son môi đỏ đất trước gương","0"
"Một người nói thuốc này được Bộ Y tế công nhận sai thông tin","1"
"Nam sinh đang đọc bài giảng bằng bút dạ quang vàng","0"
"Cô gái đang ăn sáng với bánh mì bơ và sữa tươi","0"
"Người đàn ông đang bật máy tính xem báo cáo doanh thu","0"
"Một người nói viên thuốc này giúp tăng IQ gấp 6 lần","1"
"Một người nói nước này giúp chữa bệnh gan trong vài giờ","1"
"Cô gái đang uống trà hoa oải hương buổi chiều","0"
"Nam sinh đang viết công thức lập trình trong sổ","0"
"Cô gái đang ăn kem dâu trong buổi tối mùa hè","0"
"Cô gái đang chọn áo khoác jean xanh trong cửa hàng","0"
"Nam sinh đang học bài với tai nghe nhạc ánh sáng bàn chiếu đều","0"
"Người đàn ông đang ăn trưa với đồng nghiệp","0"
"Cô gái đang thử váy đỏ dài trong phòng thay đồ","0"
"Cô gái đang chọn nước hoa mùi gỗ nhẹ","0"
"Người đàn ông đang bật máy tính kiểm tra tài liệu","0"
"Cô gái đang uống nước ép dưa hấu ánh sáng phản chiếu trên mặt bàn","0"
"Nam sinh đang học nhóm trong lớp buổi sáng","0"
"Cô gái đang thử váy hoa vàng và cười rạng rỡ","0"
"Một người nói viên thuốc này giúp miễn nhiễm tuyệt đối vĩnh viễn","1"
"Cô gái đang thử giày cao gót màu kem trong cửa hàng sáng đèn","0"
"Một người nói viên thuốc này giúp chữa bệnh gan mãn tính chỉ sau 4 giờ","1"
"Nam sinh đang học tiếng Anh bằng laptop trong thư viện yên tĩnh","0"
"Một người nói nước này giúp giảm 15kg trong khi ngủ mà không cần tập thể dục","1"
"Cô gái đang chọn son môi màu hồng pastel nhẹ","0"
"Một người nói thuốc này được WHO xác nhận sai thông tin y tế","1"
"Một người nói viên thuốc này giúp miễn nhiễm tuyệt đối với mọi virus","1"
"Cô gái đang ăn bánh ngọt và cười với bạn trong quán cà phê","0"
"Nam sinh đang viết ghi chú bằng bút xanh dạ quang","0"
"Cô gái đang chọn nước hoa mùi cam bergamot trong quầy trưng bày","0"
"Người đàn ông đang đọc báo tài chính với biểu đồ màu đỏ và xanh","0"
"Một người nói nước này giúp kéo dài tuổi thọ 900 năm","1"
"Cô gái đang thử váy ren trắng trước gương lớn","0"
"Nam sinh đang nghe giảng qua tai nghe trong lớp học","0"
"Cô gái đang chọn khuyên tai bạc hình giọt nước","0"
"Một người nói nước này giúp chữa bệnh tim mãn tính không cần thuốc","1"
"Người đàn ông đang bật laptop xem biểu đồ tăng trưởng","0"
"Một người nói thuốc này được WHO phát minh sai dữ liệu","1"
"Một người nói viên thuốc này giúp giảm 20kg chỉ sau 24 giờ","1"
"Nam sinh đang học nhóm với bạn ánh sáng bàn học chiếu đều","0"
"Một người nói nước này giúp đổi gen di truyền người mãi mãi","1"
"Cô gái đang thử váy đen ngắn trong phòng thay đồ","0"
"Người đàn ông đang đọc email công việc trong văn phòng","0"
"Cô gái đang ăn sáng với bánh mì và nước ép táo","0"
"Nam sinh đang đọc sách giáo khoa bằng bút dạ quang cam","0"
"Cô gái đang uống trà hoa hồng buổi chiều","0"
"Một người nói viên thuốc này giúp tăng IQ 600 điểm chỉ trong 5 phút","1"
"Cô gái đang chọn váy hoa hồng nhạt trong cửa hàng","0"
"Nam sinh đang gõ laptop trong lớp học yên tĩnh","0"
"Cô gái đang ăn bánh kem dâu và uống trà chanh","0"
"Một người nói nước này giúp kéo dài tuổi thọ đến 700 năm","1"
"Người đàn ông đang bật máy tính xem bản đồ dự án","0"
"Cô gái đang thử váy xanh nhạt trong phòng gương","0"
"Nam sinh đang học bài trong thư viện ánh sáng phản chiếu nhẹ","0"
"Một người nói nước này giúp chữa bệnh ung thư máu chỉ trong vài giờ","1"
"Cô gái đang uống cà phê latte với bạn","0"
"Người đàn ông đang ăn sáng với trứng ốp la và cà phê đen","0"
"Cô gái đang chọn túi xách da nâu nhỏ trong quầy hàng","0"
"Một người nói nước này giúp chữa bệnh gan trong một đêm","1"
"Một người nói thuốc này được WHO xác nhận sai quy trình","1"
"Cô gái đang thử áo khoác len nâu dài","0"
"Người đàn ông đang đọc báo sáng với ánh nắng phản chiếu qua kính","0"
"Cô gái đang ăn kem vani với bạn","0"
"Nam sinh đang ghi chú công thức toán học trong sổ","0"
"Cô gái đang chọn nước hoa mùi vani ngọt nhẹ","0"
"Một người nói nước này giúp giảm 10kg chỉ trong 2 tiếng","1"
"Người đàn ông đang cười khi nhìn vào màn hình máy tính","0"
"Nam sinh đang đọc tài liệu bằng laptop trong lớp","0"
"Người đàn ông đang ăn salad rau củ với nước ép cam","0"
"Cô gái đang thử áo khoác jean xanh sáng","0"
"Nam sinh đang học nhóm cùng bạn trong lớp buổi chiều","0"
"Cô gái đang chọn vòng cổ bạc nhỏ trong hộp nhung","0"
"Cô gái đang uống trà gừng nóng với lát chanh mỏng","0"
"Nam sinh đang cắm tai nghe học tiếng Hàn trên máy tính","0"
"Cô gái đang ăn bánh ngọt chocolate trong quán cà phê","0"
"Một người nói nước này giúp kéo dài tuổi thọ hàng nghìn năm","1"
"Người đàn ông đang bật laptop xem tin tức kinh tế","0"
"Cô gái đang thử váy đỏ dài trong phòng sáng","0"
"Một người nói viên thuốc này giúp đổi gen người trong 10 phút","1"
"Một người nói nước này giúp chữa bệnh ung thư da vĩnh viễn","1"
"Cô gái đang uống cà phê đá trong quán nhỏ","0"
"Người đàn ông đang đọc email khách hàng buổi sáng","0"
"Cô gái đang chọn khuyên tai hình trái tim trong tủ kính","0"
"Một người nói nước này giúp chữa bệnh trầm cảm chỉ trong 1 giờ","1"
"Nam sinh đang học tiếng Trung bằng ứng dụng","0"
"Cô gái đang ăn sáng với bánh mì phô mai và cà phê sữa","0"
"Người đàn ông đang nhìn ra cửa sổ với ly trà nóng trên tay","0"
"Cô gái đang thử váy hoa cam sáng trong phòng thay đồ","0"
"Nam sinh đang học lập trình trong phòng có ánh sáng đèn vàng","0"
"Cô gái đang uống nước ép dưa hấu trong quán ngoài trời","0"
"Người đàn ông đang đọc báo buổi sáng cùng con mèo bên cạnh","0"
"Cô gái đang chọn nước hoa mùi gỗ nhẹ và cam chanh","0"
"Nam sinh đang học nhóm trong thư viện với ánh sáng phản chiếu","0"
"Một người nói nước này giúp đổi gen di truyền mãi mãi","1"
"Cô gái đang chọn áo sơ mi trắng trong cửa hàng thời trang","0"
"Một người nói viên thuốc này giúp giảm 25kg chỉ trong một ngày mà không cần ăn kiêng","1"
"Nam sinh đang học tiếng Nhật bằng tai nghe và laptop","0"
"Cô gái đang uống cà phê đen trong quán nhỏ góc phố","0"
"Người đàn ông đang đọc tài liệu trên máy tính với biểu đồ tăng trưởng","0"
"Một người nói viên thuốc này giúp đổi màu tóc tự nhiên chỉ trong vài phút","1"
"Cô gái đang thử váy hoa vàng sáng trong phòng thay đồ","0"
"Nam sinh đang ghi chú công thức toán bằng bút xanh","0"
"Cô gái đang ăn bánh ngọt và uống trà sữa matcha","0"
"Người đàn ông đang uống trà gừng trong buổi sáng","0"
"Một người nói nước này giúp chữa bệnh gan mãn tính chỉ trong 3 tiếng","1"
"Nam sinh đang đọc bài giảng trực tuyến trên máy tính bảng","0"
"Cô gái đang thử váy ren đen trước gương lớn","0"
"Một người nói nước này giúp chữa bệnh trầm cảm chỉ sau một đêm","1"
"Người đàn ông đang đọc báo tài chính cùng ly cà phê đen","0"
"Nam sinh đang học nhóm với bạn bè trong lớp học yên tĩnh","0"
"Cô gái đang uống nước ép táo trong buổi sáng nắng nhẹ","0"
"Một người nói viên thuốc này giúp giảm cân 15kg trong 4 giờ","1"
"Cô gái đang chọn khuyên tai vàng nhỏ trong tủ kính","0"
"Nam sinh đang ghi chép công thức hóa học trong sổ","0"
"Cô gái đang thử váy trắng tinh khôi với ánh sáng phản chiếu nhẹ","0"
"Một người nói viên thuốc này giúp tăng IQ gấp 5 lần","1"
"Người đàn ông đang bật laptop kiểm tra lịch làm việc","0"
"Cô gái đang uống cà phê sữa cùng bạn bè","0"
"Nam sinh đang học lập trình bằng máy tính trong thư viện","0"
"Cô gái đang chọn nước hoa mùi oải hương ngọt nhẹ","0"
"Người đàn ông đang đọc báo điện tử với tiêu đề nổi bật","0"
"Cô gái đang ăn bánh quy và cười khi nói chuyện cùng bạn","0"
"Một người nói viên thuốc này giúp đổi màu mắt chỉ trong vài phút","1"
"Nam sinh đang học tiếng Anh với ứng dụng điện thoại","0"
"Cô gái đang thử áo khoác len nâu dài","ánh sáng vàng chiếu nhẹ"
"Cô gái đang uống trà chanh với lát cam tươi","0"
"Cô gái đang chọn túi xách da nhỏ màu be sáng","0"
"Một người nói viên thuốc này giúp chữa bệnh ung thư phổi vĩnh viễn","1"
"Người đàn ông đang bật máy tính xem bảng thống kê","0"
"Cô gái đang ăn bánh kem dâu trong quán cà phê","0"
"Nam sinh đang học nhóm trong lớp với ánh sáng phản chiếu nhẹ","0"
"Cô gái đang thử váy hoa cam trong gương lớn","0"
"Một người nói nước này giúp chữa bệnh gan chỉ trong 1 giờ","1"
"Người đàn ông đang đọc tài liệu kế toán buổi sáng","0"
"Cô gái đang uống nước ép dưa hấu lạnh trong cốc cao","0"
"Nam sinh đang ghi chú lập trình bằng bút bi đen","0"
"Cô gái đang thử khuyên tai bạc tròn trong cửa hàng","0"
"Người đàn ông đang uống cà phê với đồng nghiệp trong văn phòng","0"
"Cô gái đang chọn áo khoác jean xanh nhạt trong cửa hàng","0"
"Nam sinh đang học toán trên laptop","ánh sáng phản chiếu nhẹ"
"Cô gái đang ăn bánh ngọt và đọc tạp chí","0"
"Người đàn ông đang bật máy tính xem biểu đồ tài chính","0"
"Cô gái đang thử váy dạ hội đỏ trong phòng sáng đèn","0"
"Nam sinh đang học nhóm với bạn trong lớp buổi tối","0"
"Một người nói viên thuốc này giúp đổi màu tóc chỉ trong vài phút","1"
"Cô gái đang uống cà phê latte buổi sáng","0"
"Cô gái đang chọn son môi màu đỏ rượu","ánh sáng phản chiếu nhẹ"
"Nam sinh đang viết công thức vật lý trong sổ","0"
"Một người nói nước này giúp đổi gen người trong vài giờ","1"
"Cô gái đang uống trà hoa oải hương cùng bạn bè","0"
"Người đàn ông đang ăn sáng với bánh mì trứng và cà phê sữa","0"
"Cô gái đang thử váy trắng tinh khôi trong phòng gương sáng","0"
"Nam sinh đang học tiếng Pháp qua ứng dụng điện thoại","0"
"Cô gái đang uống nước ép cam tươi","ánh sáng phản chiếu lên bàn"
"Người đàn ông đang cười khi nhìn qua cửa sổ","tay cầm cốc cà phê"
"Cô gái đang chọn vòng tay vàng nhỏ ánh sáng phản chiếu","0"
"Cô gái đang chọn áo len màu xám nhạt trong gian hàng mùa đông","0"
"Một người nói viên thuốc này giúp chữa bệnh tiểu đường mãn tính chỉ trong vài tiếng","1"
"Nam sinh đang cắm tai nghe học bài trong thư viện vắng","0"
"Cô gái đang uống trà xanh cùng bạn trên ban công nhiều cây","0"
"Một người nói thuốc này được WHO cấp phép sai quy trình y tế","1"
"Cô gái đang thử váy hoa hồng phấn trong phòng thay đồ sáng","0"
"Một người nói nước này giúp chữa bệnh ung thư chỉ trong 2 tiếng","1"
"Nam sinh đang ghi chép bài toán khó bằng bút bi đen","0"
"Một người nói thuốc này được NASA phát triển sai dữ liệu khoa học","1"
"Cô gái đang ăn sáng với bánh mì trứng và nước ép dứa","0"
"Một người nói viên thuốc này giúp học nhanh hơn 400 lần","1"
"Người đàn ông đang đọc báo buổi sáng bên cửa kính","0"
"Cô gái đang chọn khuyên tai bạc hình hoa nhỏ","0"
"Nam sinh đang học tiếng Anh qua ứng dụng trên điện thoại","0"
"Cô gái đang thử váy trắng trơn trong gương sáng","0"
"Người đàn ông đang uống cà phê đen và kiểm tra đồng hồ","0"
